Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Travel_Rarely,660,Sales,4,4,Other,1,461,1,Male,37,4,2,Healthcare Representative,1,Divorced,7260,6834,7,Y,No,22,3,3,80,3,14,0,2,14,7,13,4,No
57,Travel_Rarely,1199,Sales,15,5,Life Sciences,1,462,4,Male,89,1,4,Manufacturing Director,2,Married,14272,3546,1,Y,No,13,3,2,80,3,19,1,2,10,1,10,10,No
27,Travel_Rarely,274,Research & Development,24,4,Technical Degree,1,463,4,Female,63,1,1,Research Director,1,Married,4621,17050,7,Y,Yes,22,3,2,80,0,9,3,4,9,7,6,4,Yes
46,Travel_Rarely,208,Research & Development,25,3,Other,1,464,2,Female,45,3,3,Research Director,2,Divorced,10583,17049,1,Y,No,22,3,3,80,2,27,1,1,27,14,7,4,No
30,Travel_Rarely,282,Sales,1,5,Other,1,465,3,Female,42,2,4,Laboratory Technician,3,Divorced,13542,20529,4,Y,No,19,3,4,80,0,12,0,4,12,12,0,3,No
29,Non-Travel,291,Sales,7,4,Marketing,1,466,3,Female,51,3,1,Sales Executive,2,Married,4647,20547,3,Y,No,18,3,3,80,0,11,0,4,11,11,2,5,Yes
48,Travel_Rarely,164,Research & Development,25,3,Other,1,467,1,Male,56,3,4,Manager,3,Single,12725,21396,0,Y,No,20,3,1,80,0,26,4,1,26,16,9,9,No
19,Travel_Rarely,1062,Research & Development,12,4,Medical,1,468,1,Female,93,1,2,Research Scientist,1,Married,8478,17640,7,Y,No,16,4,4,80,0,1,4,1,1,1,1,1,Yes
52,Travel_Rarely,1223,Research & Development,10,4,Life Sciences,1,469,1,Female,31,4,3,Research Scientist,1,Married,10111,22828,9,Y,No,11,3,4,80,2,19,6,2,14,13,0,0,No
40,Travel_Rarely,963,Research & Development,5,5,Medical,1,470,2,Female,55,1,2,Laboratory Technician,2,Married,6823,16284,2,Y,Yes,12,4,1,80,3,0,1,4,0,0,0,0,Yes
34,Travel_Rarely,1251,Research & Development,12,3,Marketing,1,471,3,Female,98,3,5,Research Director,3,Single,17429,5423,3,Y,No,14,4,4,80,0,16,1,4,0,0,0,0,No
43,Travel_Rarely,468,Sales,18,1,Human Resources,1,472,1,Male,59,2,3,Laboratory Technician,1,Single,10540,25563,3,Y,No,12,3,3,80,0,23,5,1,20,2,6,5,No
25,Travel_Rarely,950,Research & Development,10,2,Marketing,1,473,1,Male,37,2,2,Sales Representative,2,Married,8283,21943,4,Y,No,13,3,3,80,1,7,6,4,7,7,0,5,Yes
46,Non-Travel,142,Research & Development,6,5,Life Sciences,1,474,4,Male,67,4,3,Human Resources,2,Single,10603,21070,2,Y,No,24,3,2,80,2,28,5,3,2,2,2,2,No
43,Travel_Rarely,587,Research & Development,28,3,Other,1,475,4,Female,90,4,1,Research Director,2,Single,4096,4332,8,Y,No,18,3,1,80,0,11,4,1,11,4,11,11,Yes
27,Travel_Rarely,177,Research & Development,12,4,Technical Degree,1,476,1,Female,94,4,3,Sales Executive,1,Married,11383,8066,3,Y,No,19,3,4,80,1,9,1,2,9,3,5,9,No
43,Travel_Frequently,925,Sales,7,3,Marketing,1,477,4,Male,96,3,3,Sales Representative,3,Divorced,10979,20040,9,Y,No,16,3,4,80,0,25,5,3,18,13,5,9,No
51,Travel_Rarely,1393,Sales,18,2,Life Sciences,1,478,4,Male,75,3,1,Sales Representative,1,Married,4040,25163,3,Y,No,14,3,4,80,2,12,3,3,3,3,3,3,No
58,Travel_Rarely,773,Research & Development,2,2,Technical Degree,1,479,4,Female,72,4,2,Research Director,4,Single,7145,8038,5,Y,No,21,3,3,80,1,24,2,2,11,11,1,3,No
24,Travel_Rarely,800,Sales,10,1,Other,1,480,2,Male,88,2,3,Healthcare Representative,4,Single,10489,10583,7,Y,Yes,12,3,1,80,1,6,4,3,6,6,5,6,No
21,Non-Travel,858,Sales,15,1,Human Resources,1,481,1,Female,75,2,4,Human Resources,1,Married,13205,7289,6,Y,No,17,3,3,80,2,3,4,3,3,3,3,3,No
28,Travel_Frequently,827,Human Resources,12,2,Marketing,1,482,1,Female,64,2,3,Human Resources,3,Divorced,10130,24604,3,Y,No,20,3,4,80,1,10,0,3,10,5,9,3,No
46,Travel_Rarely,1438,Research & Development,26,5,Human Resources,1,483,4,Female,68,3,2,Research Director,2,Married,7901,2296,3,Y,No,21,3,3,80,1,10,1,4,5,5,1,5,No
53,Travel_Rarely,1024,Research & Development,17,5,Life Sciences,1,484,2,Female,80,1,1,Manager,4,Single,4378,24857,4,Y,No,17,4,4,80,0,9,4,3,9,6,7,4,No
42,Travel_Rarely,1001,Research & Development,4,4,Human Resources,1,485,4,Female,33,2,2,Manager,4,Married,6690,19470,9,Y,Yes,20,3,4,80,1,16,4,3,14,9,6,5,No
38,Travel_Rarely,988,Human Resources,7,1,Human Resources,1,486,2,Female,80,2,5,Sales Executive,1,Divorced,17450,24743,4,Y,No,19,3,3,80,3,15,5,1,15,13,13,6,No
53,Travel_Rarely,1092,Research & Development,9,4,Life Sciences,1,487,1,Male,34,2,3,Manager,4,Single,11188,7194,0,Y,No,15,3,4,80,2,19,3,2,0,0,0,0,No
27,Travel_Rarely,1291,Research & Development,19,1,Life Sciences,1,488,4,Male,84,4,3,Manufacturing Director,4,Married,10354,7805,7,Y,Yes,20,3,3,80,0,4,6,4,4,0,4,4,No
54,Non-Travel,438,Research & Development,28,2,Marketing,1,489,1,Male,49,3,1,Manufacturing Director,2,Married,3990,14797,9,Y,No,14,3,2,80,1,31,1,4,1,1,1,1,No
26,Travel_Rarely,292,Sales,27,5,Human Resources,1,490,2,Female,53,4,3,Research Scientist,2,Single,9904,25106,4,Y,Yes,20,3,3,80,3,8,2,2,3,3,3,3,Yes
41,Travel_Frequently,382,Research & Development,23,5,Technical Degree,1,491,3,Male,65,4,4,Manufacturing Director,3,Single,13795,18879,2,Y,No,16,4,2,80,0,3,3,4,1,1,1,1,Yes
52,Travel_Rarely,1459,Research & Development,7,2,Life Sciences,1,492,2,Female,63,1,4,Healthcare Representative,4,Married,14167,4995,2,Y,Yes,22,3,2,80,2,6,2,4,6,3,6,6,No
52,Travel_Rarely,489,Research & Development,23,4,Other,1,493,3,Female,83,4,2,Healthcare Representative,3,Single,7374,18477,3,Y,Yes,12,3,3,80,1,13,0,4,13,7,9,11,No
53,Non-Travel,1099,Research & Development,2,4,Human Resources,1,494,1,Female,63,1,1,Healthcare Representative,3,Single,3929,14912,6,Y,Yes,12,3,1,80,2,35,4,1,32,3,9,3,Yes
35,Travel_Frequently,624,Sales,6,3,Life Sciences,1,495,1,Female,46,4,5,Manufacturing Director,2,Married,16019,22708,4,Y,No,22,3,1,80,2,17,5,1,17,12,1,12,No
56,Non-Travel,1363,Research & Development,18,1,Technical Degree,1,496,4,Male,34,2,2,Sales Executive,2,Single,8169,8393,0,Y,No,19,3,3,80,1,17,3,4,5,5,2,2,No
49,Travel_Rarely,758,Sales,6,4,Marketing,1,497,3,Male,47,3,1,Research Director,1,Married,4392,23894,4,Y,Yes,17,3,3,80,1,31,2,2,29,0,9,12,No
41,Travel_Rarely,815,Research & Development,13,2,Human Resources,1,498,2,Male,84,4,1,Laboratory Technician,2,Single,4907,2720,4,Y,No,17,4,4,80,0,23,1,2,21,8,6,14,No
40,Travel_Rarely,990,Research & Development,26,4,Life Sciences,1,499,1,Female,82,1,2,Research Scientist,3,Married,7320,23459,5,Y,Yes,23,3,4,80,2,22,0,1,22,3,10,3,No
49,Travel_Rarely,1212,Research & Development,19,5,Life Sciences,1,500,3,Male,79,3,2,Human Resources,4,Divorced,7386,8325,6,Y,Yes,15,3,3,80,1,0,6,1,0,0,0,0,No
54,Non-Travel,1218,Research & Development,2,1,Other,1,501,2,Male,74,1,3,Sales Representative,3,Married,10715,14554,4,Y,No,17,3,1,80,2,16,0,3,9,8,9,9,No
29,Travel_Rarely,551,Research & Development,12,3,Other,1,502,3,Male,42,2,5,Human Resources,3,Married,17126,7099,1,Y,Yes,19,3,4,80,1,11,4,1,5,2,5,3,No
30,Travel_Rarely,527,Research & Development,15,1,Human Resources,1,503,2,Female,45,4,4,Research Scientist,3,Single,12934,14568,1,Y,No,20,3,4,80,2,12,4,4,12,12,12,5,No
40,Travel_Frequently,1274,Research & Development,14,5,Life Sciences,1,504,2,Male,42,3,3,Human Resources,2,Married,11284,6026,3,Y,No,15,3,1,80,0,22,2,1,2,2,2,1,Yes
42,Travel_Rarely,1499,Research & Development,6,5,Human Resources,1,505,2,Female,49,2,1,Human Resources,3,Single,5287,14247,0,Y,Yes,19,4,3,80,2,17,2,3,2,0,2,2,No
52,Travel_Rarely,1145,Sales,18,5,Life Sciences,1,506,2,Male,95,4,5,Human Resources,1,Single,15562,7057,6,Y,No,11,3,1,80,1,34,0,3,5,5,5,5,No
58,Travel_Rarely,982,Sales,5,5,Other,1,507,3,Female,76,4,5,Manufacturing Director,4,Married,16739,25194,0,Y,No,23,3,2,80,3,27,2,2,9,4,9,9,No
47,Non-Travel,412,Sales,18,2,Technical Degree,1,508,3,Male,48,1,2,Laboratory Technician,2,Divorced,6633,19490,2,Y,No,22,4,4,80,0,20,4,2,20,16,13,7,No
34,Non-Travel,939,Research & Development,3,3,Medical,1,509,4,Male,74,1,5,Manager,3,Married,16457,7305,9,Y,Yes,13,3,4,80,0,16,0,4,12,12,5,11,No
37,Travel_Rarely,618,Research & Development,3,5,Medical,1,510,3,Male,66,2,5,Laboratory Technician,1,Single,16118,13914,6,Y,No,17,3,4,80,3,19,0,1,19,4,10,8,No
42,Travel_Rarely,1329,Research & Development,22,5,Life Sciences,1,511,3,Female,83,1,1,Human Resources,4,Divorced,4684,26118,5,Y,No,14,3,1,80,1,24,6,3,11,8,0,6,No
39,Travel_Rarely,474,Sales,22,4,Other,1,512,4,Male,35,2,3,Laboratory Technician,3,Single,10781,8674,6,Y,Yes,12,3,1,80,0,7,1,3,7,5,7,7,Yes
30,Travel_Rarely,550,Sales,10,3,Marketing,1,513,3,Male,43,2,5,Research Scientist,4,Divorced,15924,11563,4,Y,No,22,3,3,80,3,12,1,2,7,7,7,7,No
36,Travel_Rarely,1114,Human Resources,19,1,Marketing,1,514,2,Female,33,2,2,Research Director,2,Married,8051,26998,7,Y,Yes,24,3,4,80,3,18,2,2,4,4,4,4,No
53,Travel_Rarely,694,Sales,3,3,Medical,1,515,1,Female,84,1,3,Manager,2,Married,9857,17316,5,Y,No,13,3,2,80,2,8,2,1,8,0,8,1,No
29,Travel_Rarely,1302,Research & Development,29,3,Technical Degree,1,516,1,Female,63,3,2,Research Director,1,Married,7898,18217,3,Y,No,17,3,3,80,2,11,4,3,11,11,0,3,No
58,Travel_Rarely,1333,Research & Development,12,3,Medical,1,517,4,Female,56,2,5,Sales Representative,2,Divorced,17094,4005,0,Y,Yes,18,3,1,80,1,28,4,2,28,5,4,8,No
36,Travel_Frequently,599,Research & Development,29,5,Life Sciences,1,518,3,Male,36,3,3,Laboratory Technician,1,Divorced,10532,14741,1,Y,Yes,21,4,2,80,3,18,1,1,18,2,8,7,Yes
29,Travel_Frequently,563,Sales,16,5,Technical Degree,1,519,3,Male,32,4,5,Research Director,3,Married,16510,16602,5,Y,No,19,3,3,80,2,2,0,1,2,2,2,2,No
26,Travel_Rarely,1247,Sales,17,2,Marketing,1,520,4,Female,76,1,1,Sales Executive,4,Married,3696,23645,3,Y,No,16,3,1,80,1,8,3,1,8,8,8,8,No
24,Travel_Rarely,212,Sales,7,1,Other,1,521,1,Male,31,1,3,Sales Executive,2,Married,10640,14603,2,Y,No,20,3,2,80,0,6,5,2,6,6,6,1,No
45,Travel_Rarely,1135,Research & Development,13,4,Other,1,522,2,Female,54,3,2,Research Director,4,Married,7533,15987,6,Y,No,19,3,3,80,2,4,5,2,4,4,4,4,No
31,Travel_Rarely,1249,Research & Development,24,3,Life Sciences,1,523,3,Male,89,4,1,Human Resources,4,Divorced,4361,19147,6,Y,Yes,14,4,2,80,1,13,6,2,10,1,0,7,No
48,Travel_Rarely,430,Sales,2,1,Medical,1,524,4,Female,53,4,4,Manager,3,Single,13018,15543,1,Y,No,22,3,1,80,2,19,3,4,19,7,5,1,No
36,Travel_Rarely,1406,Research & Development,4,1,Life Sciences,1,525,2,Male,44,2,2,Healthcare Representative,3,Married,6848,11144,7,Y,Yes,15,3,3,80,0,3,6,4,3,3,3,3,Yes
33,Travel_Rarely,239,Research & Development,10,2,Other,1,526,4,Female,43,1,5,Research Scientist,2,Divorced,17229,13114,0,Y,No,11,3,1,80,0,7,2,4,7,7,7,1,No
22,Travel_Rarely,1001,Sales,7,4,Marketing,1,527,4,Female,83,4,2,Human Resources,3,Divorced,7927,7691,9,Y,No,24,3,4,80,2,4,5,2,4,4,2,4,No
52,Travel_Rarely,1220,Research & Development,24,3,Other,1,528,4,Male,35,4,4,Manager,4,Single,14158,9059,6,Y,Yes,19,3,4,80,0,12,6,2,12,12,12,12,No
29,Travel_Rarely,616,Research & Development,17,4,Technical Degree,1,529,1,Male,47,2,2,Research Director,1,Single,7074,6479,9,Y,Yes,19,4,2,80,1,4,5,4,4,4,4,4,Yes
42,Travel_Rarely,668,Sales,20,2,Human Resources,1,530,1,Male,49,2,1,Human Resources,1,Divorced,4527,6198,0,Y,Yes,19,3,4,80,2,24,3,3,24,9,8,6,Yes
38,Travel_Rarely,945,Sales,6,5,Other,1,531,4,Female,91,3,2,Human Resources,1,Married,8319,11091,2,Y,Yes,13,4,1,80,2,18,6,3,18,0,13,13,No
53,Non-Travel,1192,Research & Development,19,1,Other,1,532,3,Male,69,1,3,Research Director,2,Married,9827,22407,2,Y,No,23,3,2,80,0,17,3,3,17,11,11,12,No
40,Travel_Rarely,217,Research & Development,5,3,Human Resources,1,533,2,Female,68,4,4,Research Director,3,Single,14285,17068,9,Y,No,20,4,3,80,1,22,1,3,22,8,2,1,No
33,Travel_Rarely,987,Research & Development,10,5,Technical Degree,1,534,3,Male,81,3,2,Laboratory Technician,3,Divorced,7011,6205,1,Y,No,20,3,1,80,2,3,0,4,3,3,1,3,No
56,Travel_Rarely,1182,Research & Development,9,2,Medical,1,535,1,Male,61,1,4,Laboratory Technician,3,Single,13430,5641,9,Y,No,20,4,3,80,2,17,4,1,8,8,7,0,Yes
59,Non-Travel,1156,Research & Development,27,4,Other,1,536,2,Female,56,3,1,Research Scientist,3,Single,3629,5543,4,Y,No,18,3,3,80,0,23,1,1,23,2,2,0,Yes
56,Travel_Rarely,1441,Research & Development,13,1,Life Sciences,1,537,4,Female,81,1,3,Sales Executive,4,Single,11460,17424,3,Y,No,13,4,3,80,0,28,5,3,14,6,14,2,No
31,Travel_Rarely,149,Research & Development,19,3,Other,1,538,3,Male,92,1,5,Manufacturing Director,1,Divorced,17447,7591,5,Y,Yes,23,3,3,80,1,13,4,2,13,6,4,10,Yes
48,Travel_Frequently,118,Research & Development,21,5,Life Sciences,1,539,3,Female,92,4,2,Research Scientist,4,Married,7086,13833,1,Y,Yes,16,3,1,80,1,27,1,3,27,6,11,8,Yes
22,Travel_Rarely,825,Sales,24,5,Technical Degree,1,540,4,Female,46,1,1,Research Scientist,2,Married,3983,25627,3,Y,No,15,3,4,80,0,4,1,3,4,1,4,4,Yes
52,Travel_Frequently,296,Research & Development,6,1,Other,1,541,3,Male,78,2,4,Healthcare Representative,1,Married,14364,8116,6,Y,No,18,4,1,80,1,25,3,1,25,1,14,3,No
40,Travel_Rarely,658,Research & Development,4,4,Technical Degree,1,542,1,Female,52,4,4,Manufacturing Director,1,Divorced,12857,24717,0,Y,Yes,13,3,4,80,3,1,4,2,1,1,1,1,Yes
46,Travel_Rarely,551,Research & Development,24,2,Technical Degree,1,543,4,Male,42,2,1,Sales Executive,4,Divorced,3884,2761,2,Y,Yes,24,3,3,80,3,5,1,1,5,4,5,1,No
28,Travel_Rarely,388,Research & Development,27,4,Medical,1,544,3,Male,52,3,2,Human Resources,2,Married,6753,4407,0,Y,No,11,3,4,80,0,10,3,2,10,3,10,8,Yes
35,Travel_Rarely,1264,Sales,3,4,Other,1,545,4,Female,86,3,5,Manufacturing Director,2,Divorced,17446,2885,1,Y,No,22,3,3,80,2,17,2,4,17,6,13,3,No
29,Non-Travel,1207,Research & Development,3,4,Life Sciences,1,546,2,Male,91,1,2,Healthcare Representative,1,Married,7334,24606,8,Y,No,19,3,2,80,0,11,4,1,4,4,4,0,Yes
26,Travel_Frequently,490,Sales,4,1,Life Sciences,1,547,4,Female,83,1,3,Sales Representative,3,Married,10690,4643,9,Y,Yes,20,3,3,80,0,6,6,4,6,2,0,0,Yes
27,Travel_Rarely,314,Research & Development,25,1,Other,1,548,3,Male,49,2,2,Research Scientist,2,Divorced,8236,13125,4,Y,No,19,3,4,80,0,9,1,4,5,1,5,5,No
34,Travel_Rarely,314,Research & Development,5,2,Human Resources,1,549,1,Female,81,2,3,Research Director,4,Divorced,11203,23494,3,Y,No,13,3,2,80,2,9,5,3,9,9,9,2,No
55,Travel_Frequently,227,Research & Development,8,4,Medical,1,550,4,Female,52,2,4,Research Scientist,2,Married,13295,3468,3,Y,Yes,12,4,2,80,3,37,2,2,27,8,6,16,No
24,Travel_Rarely,859,Research & Development,16,1,Medical,1,551,4,Female,64,3,3,Healthcare Representative,1,Single,9968,24676,7,Y,No,14,4,3,80,1,6,3,1,6,6,6,2,No
30,Travel_Rarely,503,Research & Development,22,2,Medical,1,552,3,Female,96,2,5,Research Scientist,3,Married,17383,26585,2,Y,Yes,24,3,1,80,3,12,1,3,12,11,4,3,No
57,Non-Travel,1152,Research & Development,3,2,Life Sciences,1,553,1,Female,63,4,1,Research Scientist,2,Married,3992,24045,3,Y,No,18,3,4,80,1,38,5,1,6,6,6,6,No
59,Travel_Rarely,437,Research & Development,24,4,Technical Degree,1,554,1,Male,62,4,3,Manufacturing Director,1,Single,10419,24447,1,Y,No,16,3,2,80,1,21,3,4,1,1,1,1,No
26,Travel_Rarely,930,Research & Development,12,3,Human Resources,1,555,2,Male,75,3,2,Manufacturing Director,2,Divorced,7861,15366,5,Y,No,20,3,1,80,0,8,3,1,8,8,1,8,No
44,Travel_Rarely,813,Research & Development,25,4,Medical,1,556,2,Female,74,2,3,Research Director,3,Married,9550,9015,8,Y,No,11,3,3,80,0,26,6,1,1,0,1,1,Yes
19,Non-Travel,460,Sales,8,3,Life Sciences,1,557,3,Male,48,2,4,Manager,4,Married,13579,8323,3,Y,Yes,18,3,3,80,1,1,5,3,1,1,1,1,Yes
22,Travel_Rarely,668,Sales,13,2,Life Sciences,1,558,1,Female,44,1,3,Research Director,1,Married,9572,10935,5,Y,No,15,3,3,80,2,4,3,2,1,1,1,0,Yes
46,Non-Travel,317,Research & Development,4,1,Technical Degree,1,559,1,Female,95,4,5,Sales Representative,1,Married,17317,4428,3,Y,No,23,3,3,80,2,1,4,1,1,1,1,1,Yes
54,Travel_Rarely,301,Human Resources,14,5,Other,1,560,2,Male,68,3,3,Manufacturing Director,3,Single,10099,13685,1,Y,No,16,3,4,80,2,27,6,4,9,9,9,6,No
55,Travel_Frequently,116,Research & Development,14,2,Other,1,561,2,Male,47,2,5,Research Scientist,1,Married,15551,14738,5,Y,Yes,15,3,2,80,2,37,2,4,13,13,10,12,No
36,Travel_Frequently,421,Sales,13,1,Medical,1,562,3,Female,99,1,2,Human Resources,3,Single,6624,11308,6,Y,No,20,3,4,80,0,18,6,3,18,16,8,16,No
25,Travel_Rarely,617,Research & Development,27,2,Medical,1,563,1,Female,88,3,4,Research Scientist,1,Single,12761,17879,3,Y,No,15,3,2,80,3,5,2,4,5,5,5,5,Yes
18,Travel_Frequently,1448,Research & Development,6,4,Human Resources,1,564,4,Female,61,3,1,Sales Executive,3,Single,4454,17772,6,Y,No,13,3,1,80,3,0,0,1,0,0,0,0,Yes
39,Non-Travel,1441,Sales,17,3,Technical Degree,1,565,2,Female,50,4,2,Research Director,2,Single,8408,12633,7,Y,No,24,3,1,80,1,5,6,2,5,1,5,5,No
34,Non-Travel,780,Research & Development,4,2,Medical,1,566,3,Female,69,2,2,Human Resources,2,Married,8303,25492,2,Y,No,14,3,2,80,2,16,6,1,16,8,10,13,No
24,Travel_Rarely,1205,Human Resources,8,1,Technical Degree,1,567,1,Female,56,3,1,Sales Executive,2,Married,5098,19738,1,Y,No,15,3,3,80,0,6,1,3,6,6,6,6,Yes
42,Travel_Rarely,524,Research & Development,17,4,Life Sciences,1,568,1,Male,31,1,3,Sales Representative,1,Divorced,11071,24211,4,Y,Yes,21,3,1,80,0,0,6,4,0,0,0,0,Yes
21,Travel_Rarely,1327,Research & Development,3,5,Medical,1,569,2,Female,68,1,3,Research Scientist,3,Married,11044,20864,1,Y,No,21,3,4,80,0,3,3,1,3,3,3,3,Yes
53,Travel_Rarely,1118,Research & Development,17,4,Life Sciences,1,570,3,Female,85,3,3,Manager,3,Married,9829,13193,9,Y,No,12,3,2,80,1,5,1,1,5,5,5,5,No
23,Travel_Rarely,486,Sales,9,3,Marketing,1,571,4,Male,42,1,4,Healthcare Representative,4,Married,13846,19570,4,Y,No,16,3,1,80,0,5,2,4,1,0,1,1,No
48,Travel_Rarely,877,Research & Development,2,4,Technical Degree,1,572,2,Female,85,3,2,Sales Executive,2,Married,6740,17281,9,Y,No,12,3,2,80,1,17,2,2,17,6,3,2,No
36,Travel_Rarely,197,Research & Development,25,5,Marketing,1,573,3,Female,95,1,5,Research Scientist,4,Married,16808,25293,5,Y,No,14,3,3,80,1,18,3,2,6,4,0,6,Yes
56,Travel_Rarely,1468,Research & Development,13,1,Medical,1,574,1,Male,85,3,1,Research Scientist,2,Married,5362,6087,7,Y,No,22,3,2,80,1,1,4,2,1,1,1,1,Yes
44,Travel_Rarely,307,Research & Development,20,2,Life Sciences,1,575,4,Female,57,3,2,Manager,4,Single,8125,8228,5,Y,No,11,3,1,80,1,26,5,4,17,10,13,0,No
27,Travel_Rarely,685,Research & Development,2,3,Medical,1,576,3,Male,93,3,3,Sales Executive,2,Single,10787,4831,3,Y,Yes,14,3,2,80,0,9,3,1,8,5,8,8,Yes
43,Travel_Rarely,265,Research & Development,20,5,Marketing,1,577,4,Female,93,1,1,Manufacturing Director,3,Married,4822,22045,2,Y,No,24,4,1,80,0,22,3,3,7,7,7,7,No
36,Travel_Rarely,121,Sales,28,3,Medical,1,578,3,Male,85,3,5,Healthcare Representative,2,Married,16728,20132,1,Y,No,17,3,1,80,3,1,0,1,1,1,1,1,Yes
56,Non-Travel,253,Research & Development,11,4,Human Resources,1,579,3,Male,70,4,2,Research Scientist,1,Divorced,6790,13055,0,Y,No,24,3,1,80,0,15,5,4,4,4,4,2,No
20,Travel_Rarely,1418,Research & Development,27,3,Other,1,580,3,Male,70,3,2,Research Scientist,2,Single,6710,26318,1,Y,No,18,3,4,80,2,2,6,4,2,2,2,2,No
30,Travel_Rarely,318,Research & Development,26,5,Marketing,1,581,3,Female,33,2,4,Sales Representative,2,Single,13889,15795,1,Y,No,12,3,3,80,2,12,4,1,12,3,0,2,No
45,Travel_Rarely,768,Research & Development,22,2,Medical,1,582,4,Female,86,2,2,Sales Representative,3,Married,8313,9552,4,Y,No,13,3,3,80,1,4,1,4,4,4,1,4,No
37,Travel_Rarely,329,Sales,15,2,Life Sciences,1,583,2,Male,59,4,2,Manager,1,Divorced,7987,21648,8,Y,No,11,3,2,80,1,19,5,1,19,14,1,10,No
45,Travel_Rarely,119,Research & Development,11,3,Medical,1,584,4,Male,75,3,5,Sales Executive,3,Married,16218,23756,0,Y,No,17,4,2,80,1,21,4,1,21,17,6,4,No
25,Travel_Rarely,652,Research & Development,23,1,Life Sciences,1,585,3,Female,85,2,5,Laboratory Technician,4,Married,15821,24158,3,Y,No,14,3,1,80,3,7,3,2,7,5,7,1,Yes
58,Travel_Rarely,1049,Research & Development,3,3,Other,1,586,4,Female,60,3,1,Human Resources,4,Single,3857,23747,9,Y,No,21,3,3,80,1,38,3,4,14,11,3,13,No
56,Travel_Rarely,247,Research & Development,3,4,Medical,1,587,4,Female,36,2,3,Sales Executive,1,Married,10416,26275,6,Y,Yes,20,3,2,80,3,12,3,4,12,8,9,0,Yes
18,Travel_Rarely,1231,Research & Development,28,2,Other,1,588,4,Female,83,1,5,Research Scientist,4,Divorced,15593,25234,9,Y,No,18,3,2,80,1,0,3,2,0,0,0,0,No
20,Travel_Rarely,502,Sales,26,2,Marketing,1,589,3,Female,37,1,1,Research Director,1,Divorced,4210,16605,2,Y,No,15,4,3,80,2,2,3,2,2,2,2,2,No
30,Travel_Rarely,695,Research & Development,12,2,Life Sciences,1,590,4,Male,84,4,2,Sales Representative,2,Single,8386,13282,7,Y,Yes,19,3,1,80,1,12,5,2,12,0,1,12,No
45,Travel_Rarely,466,Sales,24,1,Human Resources,1,591,1,Female,98,4,1,Human Resources,4,Married,3668,3063,2,Y,Yes,16,3,2,80,0,27,6,3,22,1,8,16,No
42,Travel_Rarely,1432,Research & Development,5,1,Marketing,1,592,3,Male,73,3,1,Manufacturing Director,2,Married,4820,25043,7,Y,Yes,21,4,1,80,1,0,5,4,0,0,0,0,Yes
50,Travel_Rarely,901,Sales,20,5,Life Sciences,1,593,4,Female,42,4,1,Manufacturing Director,3,Single,5468,15344,1,Y,No,20,3,3,80,0,6,6,1,6,6,6,3,Yes
55,Travel_Rarely,1017,Sales,7,3,Other,1,594,1,Male,49,3,1,Sales Representative,4,Married,5262,22132,4,Y,No,12,3,3,80,0,21,5,1,7,7,7,0,No
23,Travel_Rarely,1257,Research & Development,7,3,Technical Degree,1,595,4,Male,61,1,5,Sales Executive,3,Married,16015,22929,3,Y,Yes,11,4,2,80,0,5,4,1,5,5,5,4,Yes
49,Travel_Rarely,1406,Research & Development,13,4,Medical,1,596,2,Female,89,1,3,Human Resources,3,Single,9597,17898,8,Y,No,11,3,2,80,0,13,3,4,13,5,10,12,Yes
38,Travel_Rarely,172,Research & Development,9,2,Other,1,597,4,Male,79,2,1,Research Scientist,1,Divorced,5228,4732,2,Y,Yes,22,3,3,80,3,20,2,3,11,11,11,11,No
33,Travel_Rarely,580,Research & Development,25,1,Life Sciences,1,598,4,Male,56,3,4,Sales Executive,3,Single,14301,3872,4,Y,Yes,22,3,1,80,3,15,5,4,15,7,7,2,No
38,Travel_Rarely,1475,Research & Development,21,4,Life Sciences,1,599,2,Male,54,1,2,Sales Representative,1,Divorced,6849,6720,9,Y,No,24,4,1,80,1,20,2,4,18,1,12,5,No
28,Travel_Rarely,659,Research & Development,13,4,Life Sciences,1,600,3,Male,81,1,2,Manager,1,Divorced,7235,3969,8,Y,No,24,4,4,80,1,10,0,4,10,10,10,10,No
54,Travel_Frequently,1449,Research & Development,12,1,Life Sciences,1,601,2,Female,97,3,2,Laboratory Technician,1,Married,7078,14155,5,Y,No,19,3,3,80,3,20,1,4,20,3,8,8,No
53,Travel_Rarely,844,Sales,13,3,Medical,1,602,3,Male,50,2,2,Sales Executive,1,Single,8173,13870,1,Y,No,11,4,2,80,1,28,5,4,4,2,4,4,No
52,Non-Travel,199,Research & Development,24,2,Marketing,1,603,2,Female,47,2,2,Healthcare Representative,1,Divorced,7340,18702,0,Y,No,13,3,3,80,1,0,2,3,0,0,0,0,No
